,File.Name,first_author_ep,measured_in_time_series_data_ep,hypothesized_driver_of_change_ep,level_of_analysis_ep,increase_decrease_ep,method.of.estimating_ep,raw.stats_ep,author_nd,measured_in_time_series_data_nd,level_of_analysis_nd,hypothesized_driver_of_change_nd,method_of_estimating_nd,increase_decrease_nd,raw_stats_nd,notes_nd,first_author_ib,measured_in_time_series_data_ib,level_of_analysis_ib,hypothesized_driver_of_change_ib,increase_decrease_ib,method_of_estimating_ib,raw_stats_ib,help_needed_ib,first_author_ps,population.structure._ps,genetic.structure._ps,spatial.structure._ps,genomic.structure._ps,measured_in_time_series_data_ps,hypothesized_driver_of_change_ps,increase_decrease_ps,method_of_estimating_ps,raw_stats_ps,measured_in_time_series_data_gf,level_of_analysis_gf,hypothesized_driver_of_change_gf,increase_decrease_gf,method_of_estimating_gf,raw_stats_gf,author_selection,measured_in_time_series_data_selection,central_question_regarding_selection_selection,outcome_of_central_question_selection,selection_level_of_analysis_selection,selection_hypothesized_driver_of_change_selection.x,selection_method_of_estimating_selection,selection_candidate_gene_list_selection,selection_coefficent_overall_selection,selection_coefficent_meanofoutliers_selection,first_author_last_name_drift,measured_in_time_series_data_drift,level_of_analysis_drift,hypothesized_driver_of_change_drift,method_of_estimating_drift,did_drift_have_effect_drift,raw_stats_drift,help_needed_drift,notes_drift,Author_fst,measured_in_time_series_data_fst,level_of_analysis_fst,hypothesized_diver_of_change_fst,spacetime_or_time_fst,sliding_window_vs_entire_genome_fst,candidate_gene_list_fst,raw_stats_fst,first_auhtor_tajima,measured_in_time_series_data_tajima,level_of_analysis_tajima,hypothesized_driver_of_change_tajima,sliding_window_vs_entire_genome_tajima,raw_stats_tajima,canidate_gene_tajima,help_needed_tajima,first_author_mc,measured_in_time_series_data_mc,level_of_anaylsis_mc,hypothesized_driver_of_change_mc,increase_decrease_mc,method_of_estimating_mc,raw_stats_mc,help_needed_mc,order_parallel,parallel._parallel,author_parallel,measured_in_time_series_data_parallel,evidence_of_parallel_evolution_parallel,snp_evidence_parallel,gene_protein_evidence_parallel,parallel_diversity.change_parallel,notes_parallel,collectedmonth_paperinfo,doi_paperinfo,year_paperinfo,journal_paperinfo,volume_paperinfo,issue_paperinfo,dbs_paperinfo,authors_paperinfo,first_author_paperinfo,keywords_paperinfo,Title_paperinfo,Notes_paperinfo,Type_paperinfo,Study.system_paperinfo,Taxon_paperinfo,Driver.of.change_paperinfo,Data.type_paperinfo,Experimental.design_paperinfo,Time.scale.years_paperinfo,Time.scale.generations_paperinfo,File.Name.1_paperinfo,revised,Driver.of.change.std_paperinfo
11,10.1016_j.cub.2016.10.061.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duggan,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,duggan,yes,single,natural evolution; vaccination (for later samples included in anaylsis not one that is specifically looked at in this paper),NA,NA,NA,NA,12,No,NA,NA,NA,NA,NA,NA,NA,may,10.1016/j.cub.2016.10.061,2016,Current Biology,26,24,NA scopus NA,Duggan A.T.; Perdomo M.F.; Piombino-Mascali D.; Marciniak S.; Poinar D.; Emery M.V.; Buchmann J.P.; Duch√™ne S.; Jankauskas R.; Humphreys M.; Golding G.B.; Southon J.; Devault A.; Rouillard J.-M.; Sahl J.W.; Dutour O.; Hedman K.; Sajantila A.; Smith G.L.; Holmes E.C.; Poinar H.N.,Duggan,ancient DNA; evolution; Lithuanian Mummy Project; molecular clock; phylogeny; smallpox; variola virus,17th century variola virus reveals the recent history of smallpox,It's just one mummy but kind of cool; generation time 15 days https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2648660/,article,virus,Variola virus,host-pathogen,WGS,historical,324,7889.4,10.1016_j.cub.2016.10.061.pdf,host-pathogen,host-pathogen
12,10.1016_j.cub.2023.01.064.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,eaton,yes,single,natural evolution,NA,BETS,see notes doc,NA,13,Yes,eaton,no,NA,NA,NA,NA,NA,may,10.1016/j.cub.2023.01.064,2023,Current Biology,33,6,NA scopus NA,Eaton K.; Sidhu R.K.; Klunk J.; Gamble J.A.; Boldsen J.L.; Carmichael A.G.; Varlƒ±k N.; Duchene S.; Featherstone L.; Grimes V.; Golding G.B.; DeWitte S.N.; Holmes E.C.; Poinar H.N.,Eaton,ancient DNA; Black Death; phylogeography; plague; re-emerging infectious disease; Scandinavia; Yersinia pestis,emergence; continuity; and evolution of yersinia pestis throughout medieval and early modern denmark,,article,bacteria,Yersinia pestis,host-pathogen,WGS,historical,800,"5,606,400",10.1016_j.cub.2023.01.064.pdf,host-pathogen,host-pathogen
13,10.1016_j.cub.2023.03.084.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,di�z-del-molino,yes,How has selection shaped mammoth and elephant lineages?,"hair, skin, fat storage, metabolism, immune",multiple_temporal,climate change,fixed derived nonsynonymous mutations,yes,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Yes,diez-del-molino,no,NA,NA,NA,NA,NA,august,10.1016/j.cub.2023.03.084,2023,,NA,,,D√≠ez-del-Molino D.; Dehasque M.; Chac√≥n-Duque J.C.; Peƒçnerov√° P.; Tikhonov A.; Protopopov A.; Plotnikov V.; Kanellidou F.; Nikolskiy P.; Mortensen P.; Danilov G.K.; Vartanyan S.; Gilbert M.T.P.; Lister A.M.; Heintzman P.D.; van der Valk T.; Dal√©n L.,D√≠ez-del-Molino,,Genomics of adaptive evolution in the woolly mammoth,,article,vertebrate,Mammuthus spp.,natural evolution,WGS,historical,700000,28000,10.1016_j.cub.2023.03.084.pdf,natural evolution,natural evolution
14,10.1016_j.cub.2024.01.056.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,laine,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Yes,laine,no,NA,NA,NA,NA,NA,august,10.1016/j.cub.2024.01.056,2024,,NA,,,Laine; Jan; Mak; Sarah S. T.; Martins; Nuno F. G.; Chen; Xihan; Gilbert; M. Thomas P.; Jones; Felicity C.; Pedersen; Mikkel Winther; Romundset; Anders; Foote; Andrew D.,Laine,,Late Pleistocene stickleback environmental genomes reveal the chronology of freshwater adaptation,,article,vertebrate,Gasterosteus aculeatus ,natural evolution,poolseq,historical,13070,6535,10.1016_j.cub.2024.01.056.pdf,natural evolution,natural evolution
15,10.1016_j.envres.2023.115695.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tao,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,tao,yes,single,ambent pollutants; anthropogenic,NA,NA,NA,NA,16,No,NA,NA,NA,NA,NA,NA,NA,august,10.1016/j.envres.2023.115695,2023,,NA,,,Tao; Bilin; Li; Zhongqi; Wang; Yuting; Wu; Jizhou; Shi; Xinling; Shi; Jinyan; Liu; Qiao; Wang; Jianming,Tao,,Environment pollutants exposure affects the endogenous activation of within-host <i>Mycobacterium tuberculosis</i>,,article,bacteria,Mycobacterium tuberculosis,host-pathogen; anthropogenic,WGS,repeated,1 or 1.666666667,811.1112733,10.1016_j.envres.2023.115695.pdf,anthropogenic,anthropogenic
16,10.1016_j.jasrep.2020.102364.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fages,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,No,NA,NA,NA,NA,NA,NA,NA,august,10.1016/j.jasrep.2020.102364,2020,,NA,,,Fages; Antoine; Seguin-Orlando; Andaine; Germonpre; Mietje; Orlando; Ludovic,Fages,,Horse males became over-represented in archaeological assemblages during the Bronze Age,,article,vertebrate,Equus caballus,anthropogenic,WGS,historical,4600 or 40000,500,10.1016_j.jasrep.2020.102364.pdf,anthropogenic,anthropogenic
17,10.1016_j.jfma.2018.01.019.pdf,gong,yes,epidemic,multiple_temporal,increase,Ne/t,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gong,no,NA,NA,NA,NA,NA,NA,NA,NA,gong,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,gong,NA,NA,NA,NA,NA,NA,NA,18,Yes,gong,no,NA,NA,NA,NA,NA,august,10.1016/j.jfma.2018.01.019,2019,,NA,,,Gong Y.-N.; Tsao K.-C.; Chen G.-W.,Gong,,Inferring the global phylodynamics of influenza A/H3N2 viruses in Taiwan,,article,virus,Influenza virus,host-pathogen,WGS,historical,3 or 38,#N/A,10.1016_j.jfma.2018.01.019.pdf,host-pathogen,host-pathogen
18,10.1016_j.jgg.2020.10.002.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xu,yes,Do we observe selection in SARS-CoV-2 within a patient over the course of their infection?,"no, some signals but could be drift",multiple_temporal,host-pathogen,Ka:Ks,no,,,xu,yes,mutliple_temporal,host-pathogen,allele frequency change,yes,19 snps had frequency changes higher than .3 between sampling points of 1 to 5 days; 1 snp changed frequency in two different people in opposite directions,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Yes,xu,no,NA,NA,NA,NA,NA,august,10.1016/j.jgg.2020.10.002,2020,,NA,,,Xu Y.; Kang L.; Shen Z.; Li X.; Wu W.; Ma W.; Fang C.; Yang F.; Jiang X.; Gong S.; Zhang L.; Li M.,Xu,,Dynamics of severe acute respiratory syndrome coronavirus 2 genome variants in the feces during convalescence,,article,virus,Covid-19 virus,host-pathogen,WGS,historical,0.01369863 or 1-5 days,#N/A,10.1016_j.jgg.2020.10.002.pdf,host-pathogen,host-pathogen
19,10.1016_j.meegid.2013.03.035.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,borges,no,NA,NA,NA,NA,NA,NA,NA,NA,borges,no,NA,NA,NA,NA,NA,NA,discussion briefly alludes to drift and says that they didn't think it was a factor on such short time scale,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Yes,borges,no,NA,NA,NA,NA,NA,may,10.1016/j.meegid.2013.03.035,2013,INFECT GENET EVOL,17,,NA scopus wos,Borges V.; Ferreira R.; Nunes A.; Sousa-Uva M.; Abreu M.; Borrego M.J.; Gomes J.P.,Borges,Adaptation; Chlamydia trachomatis; Evolution; In vitro propagation; Mutation; Selective advantage,effect of long-term laboratory propagation on chlamydia trachomatis genome dynamics,,article,bacteria,Chlamydia trachomatis,experimental,WGS,experimental,1,3500,10.1016_j.meegid.2013.03.035.pdf,experimental,experimental
20,10.1016_j.meegid.2015.02.023.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,banerjee,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,No,NA,NA,NA,NA,NA,NA,NA,august,10.1016/j.meegid.2015.02.023,2015,,NA,,,Banerjee R.; Roy A.; Das S.; Basak S.,Banerjee,,Similarity of currently circulating H1N1 virus with the 2009 pandemic clone: Viability of an imminent pandemic,,article,virus,Influenza virus,host-pathogen,reduced representation,historical,80 or 96,10176,10.1016_j.meegid.2015.02.023.pdf,host-pathogen,host-pathogen
21,10.1016_j.meegid.2019.03.016.pdf,arana,yes,competition,multiple_temporal,"stable,decrease",Bayesian Skyride Plot,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arana,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,arana,yes,single,natural_evolution,NA,validated with tempEST,see notes doc,NA,22,No,NA,NA,NA,NA,NA,NA,NA,may,10.1016/j.meegid.2019.03.016,2019,INFECT GENET EVOL,71,,NA scopus wos,Arana A.; Jere K.C.; Chaguza C.; Montes M.; Alkorta M.; Iturriza-Gomara M.; Cilla G.,Arana,Acute gastroenteritis; G12 rotavirus; Rotavirus phylodynamics; Wa-like genetic backbone; Whole genome sequencing,molecular epidemiology of g12 rotavirus strains during eight consecutive epidemic seasons in the basque country (north of spain); 2010-2018,Feels kind of phylogeny oriented; can't find generation time,article,virus,G12 Rotavirus,host-pathogen,WGS,historical,8,NA,10.1016_j.meegid.2019.03.016.pdf,host-pathogen,host-pathogen
22,10.1016_j.meegid.2021.105153.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showers,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,No,NA,NA,NA,NA,NA,NA,NA,august,10.1016/j.meegid.2021.105153,2022,,NA,,,Showers W.M.; Leach S.M.; Kechris K.; Strong M.,Showers,,Longitudinal analysis of SARS-CoV-2 spike and RNA-dependent RNA polymerase protein sequences reveals the emergence and geographic distribution of diverse mutations,,article,virus,Covid-19 virus,host-pathogen,WGS,historical,1,73,10.1016_j.meegid.2021.105153.pdf,host-pathogen,host-pathogen
23,10.1016_j.meegid.2021.105184.pdf,NA,NA,NA,NA,NA,NA,NA,chen,yes,multiple_temporal,host-pathogen,pairwise genetic distance of haplotypes,no change,"diversity in one individual increased, but mostly stayed the same otherwise; pi ranged 0 to 0.013, with a median value of 0.004 ",see figure in notes document,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chen,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chen,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chen,NA,NA,NA,NA,NA,NA,NA,24,No,NA,NA,NA,NA,NA,NA,NA,august,10.1016/j.meegid.2021.105184,2022,,NA,,,Chen Q.-Y.; Jia H.-H.; Wang X.-Y.; Shi Y.-L.; Zhang L.-J.; Hu L.-P.; Wang C.; He X.; Harrison T.J.; Jackson J.B.; Wu L.; Fang Z.-L.,Chen,,Analysis of entire hepatitis B virus genomes reveals reversion of mutations to wild type in natural infection; a 15 year follow-up study,,article,virus,Hepatitis B virus,host-pathogen,WGS,repeated,15,#N/A,10.1016_j.meegid.2021.105184.pdf,host-pathogen,host-pathogen
24,10.1016_j.meegid.2024.105623.pdf,NA,NA,NA,NA,NA,NA,NA,pearson,no,NA,NA,NA,NA,NA,doesn't measure nucleotide diversity,NA,NA,NA,NA,NA,NA,NA,NA,Castiglioni,No,Yes,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,castiglioni,no,NA,NA,NA,NA,NA,NA,NA,NA,castiglioni,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Yes,castiglioni,yes,no,no,NA,NA,metric suggests that there's little paralell genetic adaptation to phenotype but statistical support is not strong,may,10.1016/j.meegid.2024.105623,2024,Infection; Genetics and Evolution,123,,NA scopus NA,Castiglioni V.G.; Olmo-Uceda M.J.; Mart√≠n S.; F√©lix M.-A.; Gonz√°lez R.; Elena S.F.,Castiglioni,Evolution of virulence; Experimental evolution; Orsay virus; Virus evolution,experimental evolution of an rna virus in caenorhabditis elegans,,article ,virus,Orsay virus,experimental,WGS,experimental,0.16,NA,10.1016_j.meegid.2024.105623.pdf,host-pathogen,host-pathogen
25,10.1016_j.soilbio.2019.05.004.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,No,NA,NA,NA,NA,NA,NA,NA,august,10.1016/j.soilbio.2019.05.004,2019,,NA,,,Sun; Shan; Badgley; Brian D.,Sun,,Changes in microbial functional genes within the soil metagenome during forest ecosystem restoration,,article,bacteria,Microbe spp.,anthropogenic,metagenomics,repeated,31 or 25,#N/A,10.1016_j.soilbio.2019.05.004.pdf,anthropogenic,anthropogenic
26,10.1016_j.watres.2022.118556.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,No,NA,NA,NA,NA,NA,NA,NA,august,10.1016/j.watres.2022.118556,2022,,NA,,,Qi P.; Sun D.; Zhang G.; Li D.; Wu T.; Li Y.,Qi,,Bio-augmentation with dissimilatory nitrate reduction to ammonium (DNRA) driven sulfide-oxidizing bacteria enhances the durability of nitrate-mediated souring control,,article,bacteria,Microbe spp.,experimental,poolseq,experimental,0.03561644 or 0.057534247,#N/A,10.1016_j.watres.2022.118556.pdf,anthropogenic,anthropogenic
27,10.1016_j.ympev.2023.107822.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huynh,Yes,No,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huynh,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,No,NA,NA,NA,NA,NA,NA,NA,may,10.1016/j.ympev.2023.107822,2023,MOL PHYLOGENET EVOL,185,,NA scopus wos,Huynh S.; Cloutier A.; Sin S.Y.W.,Huynh,African parrots; High-throughput sequencing; Historical DNA; Museomics; Museum genomics; Whole-genome re-sequencing,museomics and phylogenomics of lovebirds (psittaciformes; psittaculidae; agapornis) using low-coverage whole-genome sequencing,,article,vertebrate,Agapornis spp.,natural evolution,WGS,historical,106,71,10.1016_j.ympev.2023.107822.pdf,natural evolution,natural evolution
28,10.1021_acs.est.2c00793.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wang,yes,How do microbes evolve in response to low levels of antibiotics?,candidate gene list,multiple_temporal,antibiotics,relative fitness (growth curves),yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,No,NA,NA,NA,NA,NA,NA,NA,august,10.1021/acs.est.2c00793,2022,,NA,,,Wang H.; Feng Y.; Lu H.,Wang,,Low-Level Cefepime Exposure Induces High-Level Resistance in Environmental Bacteria: Molecular Mechanism and Evolutionary Dynamics,,article,bacteria,Comamonas testosteroni,experimental,WGS,experimental,0.02739726 or 0.109589041,66.4 or 300,10.1021_acs.est.2c00793.pdf,host-pathogen,host-pathogen
29,10.1038_ismej.2015.241.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bendall,Yes,No,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bendall,yes,Do bacterial communities experience genome-wide or gene-wide selective sweeps?,both,multiple_temporal,natural,allele frequency change,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Yes,bendall,no,NA,NA,NA,NA,NA,august,10.1038/ismej.2015.241,2016,,NA,,,Bendall M.L.; Stevens S.L.R.; Chan L.-K.; Malfatti S.; Schwientek P.; Tremblay J.; Schackwitz W.; Martin J.; Pati A.; Bushnell B.; Froula J.; Kang D.; Tringe S.G.; Bertilsson S.; Moran M.A.; Shade A.; Newton R.J.; McMahon K.D.; Malmstrom R.R.,Bendall,,Genome-wide selective sweeps and gene-specific sweeps in natural bacterial populations,,article,bacteria,Microbe spp.,natural evolution,metagenomics,repeated,9,#N/A,10.1038_ismej.2015.241.pdf,natural evolution,natural evolution
30,10.1038_ncomms3172.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,martin,yes,How did the potato blight evolve during and after the Irish potato famine?,candidate gene list; suite of virulence related genes,multiple_temporal,epidemic,gene content analysis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,Yes,martin,yes,yes,NA,yes,NA,Amino acid changes in AVR genes in multiple modern samples of potato blight suggest evolution of more virulence,may,10.1038/ncomms3172,2013,Nature Communications,4,,NA scopus NA,Martin M.D.; Cappellini E.; Samaniego J.A.; Zepeda M.L.; Campos P.F.; Seguin-Orlando A.; Wales N.; Orlando L.; Ho S.Y.W.; Dietrich F.S.; Mieczkowski P.A.; Heitman J.; Willerslev E.; Krogh A.; Ristaino J.B.; Gilbert M.T.P.,Martin,,reconstructing genome evolution in historic samples of the irish potato famine pathogen,gen time of 5 days 10.2478/v10032-012-0016-z,article,fungus,Phytophthora infestans,host-pathogen,WGS,historical,168,11961.6,10.1038_ncomms3172.pdf,host-pathogen,host-pathogen
31,10.1038_s41437-019-0264-5.pdf,Qian,yes,global warming; temperature; anthropogenic,single,NA,Wright�Fisher ABC-based approach (WFABC),> 1000,qian,yes,multiple_spatial,global warming;climate change,NA,no change,focal genes: 1980s pi: 5.9 _ 10_4 to 1.3 _ 10_2; 2008 pi: 7.3 _ 10_4 to 1.6 _ 10_2; control genes: � ranging from 1.9 _ 10_4 to 1.1 _ 10_2 in the ancestral populations and from 4.3 _ 10_4 to 1.2 _ 10_2 in the descendant populations,"NA, modern diversity slightly higher but not significant",Qian,NA,NA,NA,NA,NA,NA,NA,Qian,Yes,Yes,No,No,yes,ecogeographical adaptation,increase,Fst,,NA,NA,NA,NA,NA,NA,qian,yes,Have flower-time related genes in wild barley experienced positive selection compared to reference genes?,yes,multiple_temporal,climate change; anthropogenic,WFABC,yes,,,qian,yes,multiple_temporal,warming; climate change,allele frequency; simulation,no,0 simulations found fixed snps under drift alone,NA,NA,Qian,yes,multiple temporal,ecogeographical adaptation,time,genomewide,yes,"see doc. ""Moreover, BayeScan results showed that in the ancestral populations, the average values of FST were 0.382 and 0.381 for candi- date genes and reference genes, respectively, while in the descendant populations, the average values of FST were 0.469 and 0.462 for candidate genes and reference genes, respectively (Fig. 2b). Based on the t-test, the significantly higher average values of FST for both candidate loci and reference loci in the descendant populations than in the ancestral populations suggest that genetic differentiation had been significantly enhanced over the past 28 generations.""",qian,yes,multiple_temporal,global warming; climate change; anthropogenic,sliding window,see notes doc,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Yes,qian,yes,yes,yes,NA,NA,"54 snps under selection, all fixed in descendent populations",may,10.1038/s41437-019-0264-5,2020,HEREDITY,124,1,NA NA wos,Qian; CJ; Yan; X; Shi; Y; Yin; HX; Chang; YX; Chen; J; Ingvarsson; PK; Nevo; E; Ma; XF,Qian,,adaptive signals of flowering time pathways in wild barley from israel over 28 generations,,article ,plant,Hordeum spontaneum,natural evolution,reduced representation,repeated,28,28,10.1038_s41437-019-0264-5.pdf,anthropogenic,anthropogenic
32,10.1038_s41467-021-21281-6.pdf,iranmehr,yes,high 02 levels; experimental,multiple_spatial,decrease; bottleneck followed by expansion,Wright-Fisher Markov-Chain,< 200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Iranmehr,Yes,No,No,No,yes,changes in oxygen concentration,no change,PCA,see doc,NA,NA,NA,NA,NA,NA,Iranmehr,yes,what are the genomic mechanisms responsible for adaptation,"synchronicity in both hard and soft sweeps, candidate gene list",multiple temporal,oxygen level,allele frequency change,yes,NA,NA,iranmehr,no,NA,NA,NA,NA,NA,NA,controlled for drift but not really a focal result,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,No,NA,NA,NA,NA,NA,NA,NA,august,10.1038/s41467-021-21281-6,2021,,NA,,,Iranmehr A.; Stobdan T.; Zhou D.; Zhao H.; Kryazhimskiy S.; Bafna V.; Haddad G.G.,Iranmehr,,Multiple mechanisms drive genomic adaptation to extreme O2 levels in Drosophila melanogaster,,article,invertebrate,Drosophila melanogaster,experimental,WGS,experimental,18,290,10.1038_s41467-021-21281-6.pdf,experimental,experimental
